"Becky Martin_72","AGER-5350"
"Becky Martin_72","AJRL-5000"
"Becky Martin_72","IEGR-2420"
"Becky Martin_72","ATHR-5000"
"Becky Martin_72","AMRS-3080"
"Becky Martin_72","HSTA-2270"
"Nicole Burns_94","CEMH-3980"
"Nicole Burns_94","AEAJ-1970"
"Nicole Burns_94","APSY-5100"
"Nicole Burns_94","AEAS-1440"
"Allison Tucker_25","ATHR-4660"
"Allison Tucker_25","ARUS-2860"
"Allison Tucker_25","ADOC-4600"
"Allison Tucker_25","AARA-4150"
"Allison Tucker_25","TMAT-6480"
"Jennifer Smith_6","HSPH-1030"
"Jennifer Smith_6","TINF-5400"
"Jennifer Smith_6","RINT-1430"
"Jennifer Smith_6","TUNI-5680"
"Jennifer Smith_6","AMUS-5500"
"Jennifer Smith_6","HHPM-2250"
"Michael Johnson_89","TINF-1660"
"Michael Johnson_89","BCYB-6740"
"Michael Johnson_89","AANT-2220"
"Tina Woods_65","ARUS-2760"
"Tina Woods_65","BITM-5370"
"Anthony Blackwell_73","BBUS-1910"
"Anthony Blackwell_73","BMGT-5800"
"Anthony Blackwell_73","ACHM-3500"
"Anthony Blackwell_73","HSPH-6640"
"Anthony Blackwell_73","IEGR-4240"
"Anthony Blackwell_73","ACOM-1700"
"Anthony Blackwell_73","UUNI-3410"
"Anthony Blackwell_73","AGLO-4300"
"Anthony Blackwell_73","ACAS-1820"
"Kevin Butler_58","RPAD-6650"
"Lucas Hebert_40","EPHL-2990"
"Lucas Hebert_40","AGER-2340"
"Lucas Hebert_40","TJRL-1590"
"Christine Hunt_52","HEHS-4990"
"Catherine Williams_72","APSY-5830"
"Catherine Williams_72","INSC-2510"
"Catherine Williams_72","ISTE-1630"
"Catherine Williams_72","ATHR-1280"
"Catherine Williams_72","BLAW-1600"
"Catherine Williams_72","TUNI-5300"
"Rachael Watson_91","TJRL-3080"
"Rachael Watson_91","TINF-2630"
"Rachael Watson_91","TFRE-5110"
"Rachael Watson_91","STML-5900"
"Rachael Watson_91","AMRS-2110"
"Rachael Watson_91","AGOG-3000"
"Rachael Watson_91","AWSS-5220"
"Julia Moore_9","HEHS-2030"
"Julia Moore_9","INSE-2420"
"Julia Moore_9","AEAC-5600"
"Julia Moore_9","ESPY-3090"
"Julia Moore_9","INEN-5710"
"Julia Moore_9","APOR-6270"
"Julia Moore_9","APOR-6190"
"Christopher Estes_35","APSY-4880"
"Christopher Estes_35","RPAD-1100"
"Christopher Estes_35","ALCS-3810"
"Christopher Estes_35","CEHC-6580"
"Christopher Estes_35","ECPY-3680"
"Christopher Estes_35","ALIN-6420"
"Christopher Estes_35","ICSI-1490"
"Christopher Estes_35","UFSP-1080"
"Christopher Estes_35","ESPY-6730"
"Christopher Estes_35","ACLL-2960"
"Joseph Smith_73","RPOS-5410"
"Joseph Smith_73","BACC-6800"
"Joseph Smith_73","AHIS-2210"
"Joseph Smith_73","IESE-1740"
"Joseph Smith_73","BFOR-2780"
"Joseph Smith_73","HSTA-3050"
"Joseph Smith_73","CYBR-6980"
"Bridget Bridges_74","AGOG-1020"
"Bridget Bridges_74","RPAD-3930"
"Chad Smith_99","IESE-2350"
"Chad Smith_99","INEN-6110"
"Chad Smith_99","IEGR-2970"
"Chad Smith_99","AJRL-2130"
"Chad Smith_99","ACAS-6950"
"Chad Smith_99","ACAS-6910"
"Chad Smith_99","ADOC-1900"
"Chad Smith_99","AGLO-6780"
"Chad Smith_99","AEAS-3950"
"Chad Smith_99","AUSP-5140"
"Aaron Knight_74","ACAS-1270"
"Aaron Knight_74","INSE-6690"
"Aaron Knight_74","IEGR-2850"
"Aaron Knight_74","BLAW-4950"
"Aaron Knight_74","CYBR-3960"
"Aaron Knight_74","ESPE-3940"
"Aaron Knight_74","AHEB-1410"
"Zachary Smith_71","ESPE-6830"
"Zachary Smith_71","BFIN-1260"
"Jeffery Johnson_83","RCRJ-1590"
"Jeffery Johnson_83","TCHM-3230"
"Joseph Summers_7","IECE-1580"
"Joseph Summers_7","BMGT-5800"
"Joseph Summers_7","ALCS-5310"
"Joseph Summers_7","AARA-5470"
"Joseph Summers_7","TPHI-1230"
"Joseph Summers_7","AREL-5070"
"James Bowen_12","BFOR-1190"
"James Bowen_12","AGER-2050"
"James Bowen_12","ALIN-1620"
"James Bowen_12","RSSW-3480"
"James Bowen_12","AMRS-3620"
"James Bowen_12","ASOC-3460"
"James Bowen_12","EEPL-1280"
"James Bowen_12","AWSS-3660"
"James Bowen_12","RCRJ-2240"
"James Bowen_12","AART-4790"
"Lisa Leach_88","CGDD-6740"
"Lisa Leach_88","HSPH-6800"
"Amanda Garcia_25","UUNI-3280"
"Amanda Garcia_25","BCYB-2150"
"Amanda Garcia_25","IEGR-6750"
"Amanda Garcia_25","ISTE-6190"
"Amanda Garcia_25","TPOS-4650"
"Amanda Garcia_25","AITA-5780"
"Christopher Murray_33","EEPL-5600"
"Christopher Murray_33","EPHL-1670"
"Joanne Miller_90","ARUS-3810"
"Joanne Miller_90","AECO-6900"
"Joanne Miller_90","TFRE-2990"
"Joanne Miller_90","BMGT-2680"
"Joanne Miller_90","BACC-1970"
"Joanne Miller_90","AGOG-6950"
"Bryan Estrada_8","CEMH-1430"
"Bryan Estrada_8","AWSS-5700"
"Bryan Estrada_8","AEAC-6380"
"Bryan Estrada_8","STML-4290"
"Kyle Hernandez_59","EEDU-5720"
"Kyle Hernandez_59","ATHR-5000"
"Kyle Hernandez_59","APLN-2360"
"Kyle Hernandez_59","AJRL-5200"
"Steven Brown_1","AWSS-2720"
"Steven Brown_1","AUSP-5860"
"Kevin Henry_24","AMUS-6720"
"Kevin Henry_24","ETAP-1760"
"Kevin Henry_24","ACAS-2070"
"Kevin Henry_24","ALCS-3810"
"Kevin Henry_24","CIST-4830"
"Kevin Henry_24","BMKT-5350"
"Natalie Edwards_59","INEN-3620"
"Natalie Edwards_59","IEGR-3420"
"Natalie Edwards_59","BFOR-2780"
"Brian Bartlett_33","CIST-4830"
"Brian Bartlett_33","AATM-5210"
"Brian Bartlett_33","EPHL-3620"
"Brian Bartlett_33","IEGR-4510"
"Brian Bartlett_33","UFSP-4380"
"Brian Bartlett_33","HEPI-5450"
"Brian Bartlett_33","EPSY-5350"
"Brian Bartlett_33","AGLS-4900"
"Tiffany Smith_41","TINF-5940"
"Tiffany Smith_41","RPOS-5410"
"Tiffany Smith_41","RCRJ-5130"
"Tiffany Smith_41","RSSW-4370"
"Tiffany Smith_41","RINT-4250"
"Tiffany Smith_41","RSSW-1870"
"Tiffany Smith_41","AWSS-5550"
"Tiffany Smith_41","ACLL-2020"
"Sean Anderson_23","ACAS-3390"
"Sean Anderson_23","BCYB-6960"
"Shannon Rush_40","AMUS-5120"
"Shannon Rush_40","BFOR-4190"
"Shannon Rush_40","IECE-3890"
"Shannon Rush_40","CEHC-5250"
"Shannon Rush_40","CGDD-4000"
"Shannon Rush_40","AART-2210"
"Shannon Rush_40","RPAD-3360"
"Shannon Rush_40","AGLO-2480"
"Shannon Rush_40","CIST-1750"
"Shannon Rush_40","ELTL-4330"
